konto 1 (Doris Kruth, id 4111194444, kundnr 1): 499150.0
konto 3564 (Melina Efternamn3879, id 198210282383, kundnr 3564): 212104.0
konto 3565 (Ulf Efternamn2717, id 198210282391, kundnr 3565): 215006.0
konto 3566 (Meta Efternamn1268, id 198211162386, kundnr 3566): 215006.0
konto 3567 (Filippa Efternamn1269, id 198212292380, kundnr 3567): 325010.0
konto 3568 (Björn Eskil Efternamn1642, id 198301082395, kundnr 3568): 325010.0
konto 3569 (Kian Efternamn3880, id 198301232396, kundnr 3569): 212104.0
konto 3570 (Alma Efternamn2696, id 198301312388, kundnr 3570): 325010.0
konto 3571 (Karin Efternamn3882, id 198302012383, kundnr 3571): 325010.0
konto 3572 (Megan Efternamn2534, id 198303182383, kundnr 3572): 212104.0
konto 3573 (Harry Efternamn1606, id 198303192390, kundnr 3573): 215028.0
konto 3574 (Fransson Efternamn2696, id 198303212396, kundnr 3574): 325010.0
konto 3575 (Knut Efternamn1019, id 198304032397, kundnr 3575): 325010.0
konto 3576 (Helena Efternamn2536, id 198304202388, kundnr 3576): 215028.0
konto 3577 (Ebba Efternamn3277, id 198305172382, kundnr 3577): 325010.0
konto 3578 (Klas Efternamn1239, id 198305202395, kundnr 3578): 215028.0
konto 3579 (Mika Efternamn3852, id 198305222385, kundnr 3579): 324024.0
konto 3580 (Ilja Efternamn2312, id 198306052385, kundnr 3580): 215028.0
konto 3581 (Mikaela Efternamn3622, id 198306122386, kundnr 3581): 324024.0
konto 3582 (Adel Efternamn3248, id 198306212393, kundnr 3582): 325010.0
konto 3583 (Mårten Efternamn2678, id 198307072390, kundnr 3583): 215028.0
konto 3584 (Milian Efternamn3030, id 198604302391, kundnr 3584): 215028.0
konto 3585 (Mia Efternamn2852, id 198705222381, kundnr 3585): 215028.0
konto 3586 (Maud Efternamn2686, id 197911142383, kundnr 3586): 215016.0
konto 3587 (Måns Efternamn3029, id 197912212391, kundnr 3587): 215006.0
konto 3588 (Tanja Efternamn1410, id 197909232386, kundnr 3588): 215028.0
konto 3589 (Peter Efternamn2225, id 194401118551, kundnr 3589): 215025.0
konto 3590 (Birgitta Margareta Efternamn1182, id 195801082743, kundnr 3590): 215025.0
konto 3591 (Bert Efternamn2152, id 196404094739, kundnr 3591): 215002.0
konto 3592 (Runar Efternamn2236, id 197409139297, kundnr 3592): 215024.0
konto 3593 (Edit Efternamn3139, id 197602012382, kundnr 3593): 215028.0
konto 3594 (Ida Efternamn3500, id 197602222387, kundnr 3594): 325010.0
konto 3595 (Johanna Efternamn3318, id 197607162380, kundnr 3595): 215028.0
konto 3596 (Katja Madelen Efternamn2861, id 197610142387, kundnr 3596): 324024.0
konto 3597 (Gina Efternamn2318, id 197612282389, kundnr 3597): 215028.0
konto 3598 (Patrik Valiant Efternamn2851, id 200302282397, kundnr 3598): 212104.0
konto 3599 (Peter Efternamn1247, id 198005122398, kundnr 3599): 215016.0
konto 3600 (Josef Efternamn1428, id 198012282391, kundnr 3600): 324024.0
konto 3601 (Allan Efternamn2778, id 197708202390, kundnr 3601): 212104.0
konto 3602 (Jessika Helen Efternamn2856, id 197801082384, kundnr 3602): 215028.0
konto 3603 (Beata Efternamn1042, id 197803032387, kundnr 3603): 215028.0
konto 3604 (Anthony Efternamn2782, id 197803172399, kundnr 3604): 212104.0
konto 3605 (Ewy Marianne Efternamn3419, id 197807242388, kundnr 3605): 215025.0
konto 3606 (Fredrika Lena Efternamn1218, id 197811289300, kundnr 3606): 325016.0
konto 3607 (Marcus Efternamn2205, id 197902132393, kundnr 3607): 215032.0
konto 3608 (Gisela Efternamn3267, id 197904292385, kundnr 3608): 215028.0
konto 3609 (Troy Efternamn3111, id 197906022392, kundnr 3609): 215028.0
konto 3610 (Arvid Efternamn1556, id 198006252392, kundnr 3610): 215028.0
konto 3611 (Isak Efternamn1949, id 198106222394, kundnr 3611): 215028.0
konto 3612 (Sivve Efternamn1258, id 198109232390, kundnr 3612): 215024.0
konto 3613 (Vira Efternamn3301, id 198110112383, kundnr 3613): 212104.0
konto 3614 (Fritz Efternamn1265, id 198203092393, kundnr 3614): 215024.0
konto 3615 (Agust Efternamn3331, id 197705082399, kundnr 3615): 215028.0
konto 3616 (Ingrid Efternamn1463, id 197706192387, kundnr 3616): 212104.0
konto 3617 (Eva Efternamn2678, id 197708012385, kundnr 3617): 215028.0
konto 3618 (Ola Efternamn1179, id 197709212398, kundnr 3618): 215006.0
konto 3619 (Marit Efternamn2780, id 197712082382, kundnr 3619): 325010.0
konto 3620 (Görel Viveca Efternamn1375, id 197802102389, kundnr 3620): 215032.0
konto 3621 (Simon Efternamn2854, id 197807232397, kundnr 3621): 215028.0
konto 3622 (Annica Marie Efternamn1836, id 197808122381, kundnr 3622): 212104.0
konto 3623 (Bogdan Efternamn1573, id 197808282391, kundnr 3623): 215028.0
konto 3624 (My Efternamn3883, id 197812312382, kundnr 3624): 215032.0
konto 3625 (Hamed Efternamn1833, id 197903072390, kundnr 3625): 324024.0
konto 3626 (Arl-Bertil Efternamn1816, id 197904079295, kundnr 3626): 324024.0
konto 3627 (Lizette Efternamn1450, id 197904182388, kundnr 3627): 215024.0
konto 3628 (Jesper Johan Efternamn3314, id 197907179191, kundnr 3628): 215020.0
konto 3629 (Maryam Efternamn1053, id 197908062388, kundnr 3629): 215006.0
konto 3630 (Caroline Anna Efternamn3285, id 197704082382, kundnr 3630): 215028.0
konto 3631 (Filip Henning Efternamn1473, id 193802052393, kundnr 3631): 215020.0
konto 3632 (Inge Sune Torsten Efternamn3053, id 194607137454, kundnr 3632): 215006.0
konto 3633 (Karl Jörgen Efternamn1962, id 195009301770, kundnr 3633): 215025.0
konto 3634 (Solveig Efternamn3249, id 195401072284, kundnr 3634): 215032.0
konto 3635 (Siv Efternamn3142, id 196211173148, kundnr 3635): 324023.0
konto 3636 (Bror Roger Efternamn2696, id 196401053076, kundnr 3636): 215024.0
konto 3637 (Gertrud Efternamn3050, id 197202249285, kundnr 3637): 215020.0
konto 3638 (Erika Martina Efternamn2169, id 197211292383, kundnr 3638): 215016.0
konto 3639 (Jenny Efternamn2213, id 200802142380, kundnr 3639): 212104.0
konto 3640 (Razaq Efternamn3560, id 200805042397, kundnr 3640): 215028.0
konto 3641 (Laura Filippa Efternamn1324, id 200901102384, kundnr 3641): 215028.0
konto 3642 (Lars Lars-Mats Efternamn1111, id 200909272395, kundnr 3642): 215028.0
konto 3643 (Inra Efternamn2352, id 199301222387, kundnr 3643): 212104.0
konto 3644 (Sandra Efternamn1229, id 199803312389, kundnr 3644): 215006.0
konto 3645 (Gunilla Efternamn1774, id 199903252386, kundnr 3645): 215028.0
konto 3646 (Alex Efternamn1560, id 198308242398, kundnr 3646): 215024.0
konto 3647 (Alfons Efternamn3058, id 198403212395, kundnr 3647): 325010.0
konto 3648 (Alexandra Beatrice Efternamn3642, id 198405172381, kundnr 3648): 324024.0
konto 3649 (Niklas Efternamn2509, id 198503202395, kundnr 3649): 212104.0
konto 3650 (Ann Efternamn1969, id 198504122386, kundnr 3650): 325010.0
konto 3651 (Jenny Efternamn1596, id 198507022385, kundnr 3651): 212104.0
konto 3652 (Emma Efternamn2695, id 198508062380, kundnr 3652): 324024.0
konto 3653 (Bengt Efternamn2889, id 198509092394, kundnr 3653): 324024.0
konto 3654 (Billy Efternamn3455, id 198509302397, kundnr 3654): 324024.0
konto 3655 (Marius Efternamn1567, id 198705092396, kundnr 3655): 215006.0
konto 3656 (Lisa Efternamn2856, id 198708092385, kundnr 3656): 215028.0
konto 3657 (Filippa Efternamn2900, id 198711262389, kundnr 3657): 215028.0
konto 3658 (Ammar Efternamn2369, id 198712292393, kundnr 3658): 215028.0
konto 3659 (Pontus Efternamn3599, id 198801122394, kundnr 3659): 215028.0
konto 3660 (Helen Efternamn2646, id 198803302382, kundnr 3660): 215028.0
konto 3661 (Fanny Efternamn2102, id 198904082388, kundnr 3661): 215028.0
konto 3662 (Hans Efternamn2704, id 198205062394, kundnr 3662): 215028.0
konto 3663 (Seved Efternamn3483, id 198205272399, kundnr 3663): 212104.0
konto 3664 (Filippa Efternamn3864, id 198206192380, kundnr 3664): 215027.0
konto 3665 (Tommy Efternamn1994, id 198212192390, kundnr 3665): 215006.0
konto 3666 (Dina Efternamn1828, id 198301212380, kundnr 3666): 325010.0
konto 3667 (Melker Ture Efternamn1016, id 198303252392, kundnr 3667): 215020.0
konto 3668 (Edit Efternamn3854, id 198306022388, kundnr 3668): 325010.0
konto 3669 (Aron Efternamn1786, id 198505082399, kundnr 3669): 324024.0
konto 3670 (Bror Efternamn1001, id 198601312393, kundnr 3670): 215028.0
konto 3671 (Mia Efternamn2312, id 198604122385, kundnr 3671): 215028.0
konto 3672 (Darin Efternamn3624, id 198705212390, kundnr 3672): 215028.0
konto 3673 (Elinor Efternamn1753, id 198706152389, kundnr 3673): 215028.0
konto 3674 (Seth Efternamn2678, id 198801302392, kundnr 3674): 215028.0
konto 3675 (Francoise Efternamn1182, id 198204012382, kundnr 3675): 215020.0
konto 3676 (Edla Efternamn3874, id 198205032389, kundnr 3676): 215006.0
konto 3677 (Maj Efternamn3487, id 198209222382, kundnr 3677): 215006.0
konto 3678 (Mike Efternamn1075, id 198210222397, kundnr 3678): 215028.0
konto 3679 (Stina Efternamn1748, id 198212172384, kundnr 3679): 325010.0
konto 3680 (Ulla Efternamn2524, id 198303052388, kundnr 3680): 215028.0
konto 3681 (Jack Efternamn2741, id 197602232394, kundnr 3681): 212104.0
konto 3682 (Kristian Efternamn2574, id 197603282398, kundnr 3682): 215028.0
konto 3683 (Frej Natanael Efternamn1562, id 197611052395, kundnr 3683): 215024.0
konto 3684 (Eva Efternamn2938, id 197701162385, kundnr 3684): 215024.0
konto 3685 (Tony Efternamn1192, id 200808212393, kundnr 3685): 215028.0
konto 3686 (Layla Marie Efternamn3920, id 196603233724, kundnr 3686): 215027.0
konto 3687 (Carina Efternamn1944, id 197603112389, kundnr 3687): 324024.0
konto 3688 (Monika Efternamn3029, id 199812312388, kundnr 3688): 215006.0
konto 3689 (Fredrik Efternamn3222, id 199908242390, kundnr 3689): 215028.0
konto 3690 (Linda Efternamn1243, id 199910282384, kundnr 3690): 215028.0
konto 3691 (Yuosef Efternamn3501, id 200009152398, kundnr 3691): 212104.0
konto 3692 (Ronja Efternamn3864, id 200109112383, kundnr 3692): 215027.0
konto 3693 (Edit Efternamn1204, id 198308132383, kundnr 3693): 212104.0
konto 3694 (Elina Efternamn2706, id 198310222388, kundnr 3694): 215024.0
konto 3695 (Alan Efternamn3428, id 198311182391, kundnr 3695): 325010.0
konto 3696 (Martin Efternamn1933, id 198401212397, kundnr 3696): 324023.0
konto 3697 (Tora Efternamn2445, id 198909282389, kundnr 3697): 215028.0
konto 3698 (Elin Efternamn2709, id 198403182382, kundnr 3698): 325010.0
konto 3699 (Johanna Efternamn2179, id 197911212384, kundnr 3699): 215028.0
konto 3700 (Hilma Efternamn3858, id 197912102386, kundnr 3700): 324024.0
konto 3701 (Neijman Efternamn3858, id 197912102394, kundnr 3701): 324024.0
konto 3702 (Jesper Efternamn2152, id 197912162398, kundnr 3702): 215016.0
konto 3703 (Ludwig Efternamn1609, id 197912232399, kundnr 3703): 215024.0
konto 3704 (Wilda Marie Efternamn1952, id 198001249286, kundnr 3704): 324024.0
konto 3705 (Herbert Efternamn3670, id 198003162396, kundnr 3705): 215024.0
konto 3706 (Nemo Timothy Efternamn1419, id 198004102391, kundnr 3706): 212104.0
konto 3707 (Laura Efternamn1421, id 198005082386, kundnr 3707): 212104.0
konto 3708 (Bertil Efternamn1944, id 198006232394, kundnr 3708): 215027.0
konto 3709 (Jochum Efternamn3053, id 198006242393, kundnr 3709): 215006.0
konto 3710 (Luisa Efternamn2184, id 198007012381, kundnr 3710): 215027.0
konto 3711 (Isra Henrietta Efternamn1993, id 198007092383, kundnr 3711): 212104.0
konto 3712 (Erland Efternamn2738, id 198008042395, kundnr 3712): 212104.0
konto 3713 (Jan Efternamn3294, id 198008232392, kundnr 3713): 212104.0
konto 3714 (Fabian Efternamn3050, id 198009182398, kundnr 3714): 212104.0
konto 3715 (Karin Efternamn1805, id 198105302387, kundnr 3715): 325010.0
konto 3716 (Jasmina Charlotte Efternamn2696, id 198106172383, kundnr 3716): 212104.0
konto 3717 (Robert Efternamn2685, id 198107082391, kundnr 3717): 325010.0
konto 3718 (Kim Efternamn1622, id 198107232384, kundnr 3718): 215028.0
konto 3719 (Kent Efternamn3674, id 198108182398, kundnr 3719): 212104.0
konto 3720 (Elof Efternamn2558, id 198109212392, kundnr 3720): 212104.0
konto 3721 (Pär Efternamn1260, id 198109262397, kundnr 3721): 215028.0
konto 3722 (Marlene Efternamn2914, id 198110182386, kundnr 3722): 215024.0
konto 3723 (Edvin Efternamn2189, id 198110192393, kundnr 3723): 215024.0
konto 3724 (Margareta Efternamn3032, id 198110222380, kundnr 3724): 215028.0
konto 3725 (Jenny Marianne Efternamn3228, id 198111012384, kundnr 3725): 324024.0
konto 3726 (Kim Efternamn2194, id 198111062389, kundnr 3726): 215024.0
konto 3727 (Smilla Efternamn3479, id 198112262384, kundnr 3727): 325010.0
konto 3728 (Turid Efternamn3424, id 198201062380, kundnr 3728): 215028.0
konto 3729 (Fredric Efternamn3276, id 198201232397, kundnr 3729): 215006.0
konto 3730 (Sara Efternamn3276, id 198203152387, kundnr 3730): 215006.0
konto 3731 (Yvonne Efternamn2915, id 198203202380, kundnr 3731): 215029.0
konto 3732 (Karl Efternamn2548, id 198010032392, kundnr 3732): 212104.0
konto 3733 (Alli Efternamn1748, id 198010082389, kundnr 3733): 212104.0
konto 3734 (Mary Efternamn2700, id 198010212382, kundnr 3734): 212104.0
konto 3735 (Agda Efternamn2730, id 198011082388, kundnr 3735): 212104.0
konto 3736 (Miika Efternamn2682, id 198011182386, kundnr 3736): 212104.0
konto 3737 (Araf Efternamn2500, id 198102012393, kundnr 3737): 212104.0
konto 3738 (Anna Efternamn3423, id 197705052384, kundnr 3738): 212104.0
konto 3739 (Riita Efternamn2588, id 197705082381, kundnr 3739): 215028.0
konto 3740 (Eva Margareta Efternamn1649, id 197705149305, kundnr 3740): 215020.0
konto 3741 (Mats Efternamn2852, id 197706022394, kundnr 3741): 215028.0
konto 3742 (Dilara Efternamn1770, id 197706182388, kundnr 3742): 215028.0
konto 3743 (Lisbet Efternamn2849, id 197706242380, kundnr 3743): 215006.0
konto 3744 (Elinor Efternamn2694, id 197706302382, kundnr 3744): 215028.0
konto 3745 (Sara Efternamn1102, id 197707032384, kundnr 3745): 215028.0
konto 3746 (Lisen Anastasia Efternamn2570, id 197707152380, kundnr 3746): 215006.0
konto 3747 (Ivar Björn Efternamn2944, id 197707172396, kundnr 3747): 324023.0
konto 3748 (Åke Efternamn3712, id 197707182395, kundnr 3748): 215028.0
konto 3749 (Veijo Efternamn3636, id 197707252396, kundnr 3749): 215028.0
konto 3750 (Anna Efternamn3128, id 197708192385, kundnr 3750): 325010.0
konto 3751 (Åke Efternamn3633, id 197708242396, kundnr 3751): 212104.0
konto 3752 (Ylva Efternamn3707, id 197708292383, kundnr 3752): 325010.0
konto 3753 (Kristin Sophia Efternamn3337, id 197709102383, kundnr 3753): 325010.0
konto 3754 (Marianne Efternamn3628, id 197709152388, kundnr 3754): 215024.0
konto 3755 (Petra Efternamn3715, id 197709282383, kundnr 3755): 212104.0
konto 3756 (Lena Viktoria Efternamn3717, id 197710189346, kundnr 3756): 215006.0
konto 3757 (Frida Efternamn2898, id 197710212387, kundnr 3757): 215028.0
konto 3758 (Per Efternamn1369, id 197710262390, kundnr 3758): 325016.0
konto 3759 (Sahra Efternamn2330, id 197710272381, kundnr 3759): 212104.0
konto 3760 (Dylan Cornelis Efternamn2732, id 197710302394, kundnr 3760): 215028.0
konto 3761 (Adam Efternamn3256, id 197711092390, kundnr 3761): 215028.0
konto 3762 (Edward Marwin Efternamn3099, id 197711142393, kundnr 3762): 215028.0
konto 3763 (Klas Efternamn2849, id 197711162391, kundnr 3763): 215028.0
konto 3764 (Siv Efternamn2214, id 197712102388, kundnr 3764): 215028.0
konto 3765 (Gudrun Efternamn1366, id 197712122386, kundnr 3765): 215020.0
konto 3766 (Gunilla Efternamn3912, id 197712182380, kundnr 3766): 215028.0
konto 3767 (August Efternamn3719, id 197712222392, kundnr 3767): 215028.0
konto 3768 (Amelie Efternamn2753, id 197712312383, kundnr 3768): 215028.0
konto 3769 (Ken Efternamn1108, id 197802062393, kundnr 3769): 212104.0
konto 3770 (Maria Efternamn3722, id 197802192380, kundnr 3770): 215028.0
konto 3771 (Hasse Efternamn3131, id 197802202395, kundnr 3771): 215028.0
konto 3772 (Karina Efternamn2854, id 197802212386, kundnr 3772): 215028.0
konto 3773 (Zandra Efternamn2210, id 197804182389, kundnr 3773): 212104.0
konto 3774 (Carolina Leonora Efternamn3280, id 197805312381, kundnr 3774): 215024.0
konto 3775 (Tino Efternamn1647, id 197806042391, kundnr 3775): 215028.0
konto 3776 (Sandra Efternamn3917, id 197806052382, kundnr 3776): 212104.0
konto 3777 (Ann Efternamn3720, id 197806112384, kundnr 3777): 212104.0
konto 3778 (Anna-Stina Efternamn2595, id 197806142381, kundnr 3778): 325010.0
konto 3779 (Lena Efternamn2326, id 197807202382, kundnr 3779): 212104.0
konto 3780 (Thim Efternamn1458, id 197807242396, kundnr 3780): 324024.0
konto 3781 (Jessica Efternamn1649, id 197808102391, kundnr 3781): 215020.0
konto 3782 (Jasmine Efternamn1644, id 197901092382, kundnr 3782): 212104.0
konto 3783 (Felix Efternamn3308, id 197901102397, kundnr 3783): 215020.0
konto 3784 (Paul Efternamn1079, id 197901172390, kundnr 3784): 212104.0
konto 3785 (Irma Efternamn2757, id 197901192380, kundnr 3785): 215028.0
konto 3786 (Eva Efternamn2203, id 197902042386, kundnr 3786): 215024.0
konto 3787 (Ulf Jonas Efternamn2849, id 197902042394, kundnr 3787): 215028.0
konto 3788 (Ian Efternamn2206, id 197902152391, kundnr 3788): 212104.0
konto 3789 (Linnéa Efternamn2377, id 197902272389, kundnr 3789): 212104.0
konto 3790 (Emma Efternamn2208, id 197903152382, kundnr 3790): 325010.0
konto 3791 (Yngve Efternamn2318, id 197904012395, kundnr 3791): 215024.0
konto 3792 (Nhico Efternamn3494, id 197904132391, kundnr 3792): 212104.0
konto 3793 (Sölve Efternamn1272, id 197904172397, kundnr 3793): 212104.0
konto 3794 (Conny Efternamn3249, id 197904222390, kundnr 3794): 212104.0
konto 3795 (Kevin Douglas Efternamn3625, id 197905052390, kundnr 3795): 212104.0
konto 3796 (Leo Efternamn2762, id 197905082397, kundnr 3796): 215024.0
konto 3797 (Marion Efternamn3689, id 197905192386, kundnr 3797): 215024.0
konto 3798 (Rim Efternamn1974, id 197905252388, kundnr 3798): 215028.0
konto 3799 (Rita Efternamn2678, id 197906042382, kundnr 3799): 215024.0
konto 3800 (Knut Efternamn2019, id 197906062398, kundnr 3800): 215028.0
konto 3801 (Adam Efternamn3889, id 197906152397, kundnr 3801): 212104.0
konto 3802 (Ullis Efternamn1227, id 197906222380, kundnr 3802): 215028.0
konto 3803 (Bosse Efternamn1275, id 197906272393, kundnr 3803): 215028.0
konto 3804 (Whilma Efternamn3313, id 197906292383, kundnr 3804): 215028.0
konto 3805 (Mika Efternamn3660, id 197907142397, kundnr 3805): 215028.0
konto 3806 (Jonah Diego Efternamn2695, id 197907272392, kundnr 3806): 215024.0
konto 3807 (Johanna Efternamn2173, id 197907312388, kundnr 3807): 212104.0
konto 3808 (Jenny Efternamn1601, id 197908022382, kundnr 3808): 215024.0
konto 3809 (Lioux Efternamn1980, id 197908102382, kundnr 3809): 324024.0
konto 3810 (Ingrid Efternamn1408, id 197908112381, kundnr 3810): 212104.0
konto 3811 (Amilia Efternamn3084, id 197908182384, kundnr 3811): 215024.0
konto 3812 (Henrik Efternamn3272, id 197908192391, kundnr 3812): 212104.0
konto 3813 (Allessandro Efternamn1218, id 197908232395, kundnr 3813): 212104.0
konto 3814 (Sami Efternamn2177, id 197909262391, kundnr 3814): 215028.0
konto 3815 (Dexter Efternamn1795, id 197910052393, kundnr 3815): 212104.0
konto 3816 (Markus Efternamn2704, id 197910112395, kundnr 3816): 215028.0
konto 3817 (Britt Efternamn1986, id 197910192389, kundnr 3817): 212104.0
konto 3818 (Carina Efternamn1301, id 198604069883, kundnr 3818): 215002.0
konto 3819 (Hilma Efternamn3293, id 197702042388, kundnr 3819): 215028.0
konto 3820 (Martin Efternamn3899, id 197702142394, kundnr 3820): 212104.0
konto 3821 (Lowa Efternamn2874, id 197702182382, kundnr 3821): 215028.0
konto 3822 (Ragnhild Veronika Efternamn3072, id 197702262382, kundnr 3822): 215020.0
konto 3823 (Jens Efternamn3701, id 197702262390, kundnr 3823): 325010.0
konto 3824 (Rut Elin Sofia Efternamn3239, id 197703082383, kundnr 3824): 215020.0
konto 3825 (Karin Efternamn2587, id 197703222385, kundnr 3825): 325010.0
konto 3826 (Martin Efternamn3293, id 197703262399, kundnr 3826): 324024.0
konto 3827 (Albert Efternamn2036, id 197704082390, kundnr 3827): 325010.0
konto 3828 (Håkan Efternamn3053, id 197704102396, kundnr 3828): 215028.0
konto 3829 (Johanna Efternamn2941, id 197704242382, kundnr 3829): 212104.0
konto 3830 (Erika Efternamn2317, id 193803129182, kundnr 3830): 325016.0
konto 3831 (Ann Bea Cia Eva Fia Mia Pia Efternamn2697, id 193901199020, kundnr 3831): 215025.0
konto 3832 (Ragna Berta Efternamn3543, id 193908199163, kundnr 3832): 325010.0
konto 3833 (Stina Märta Efternamn1303, id 193909099206, kundnr 3833): 215016.0
konto 3834 (Linnea Efternamn2193, id 194002287086, kundnr 3834): 325010.0
konto 3835 (Karl Efternamn1305, id 194011279090, kundnr 3835): 215006.0
konto 3836 (Ann Eva Ulla-Karin Isa Åsa Josefina Matilda Efternamn3248, id 194103219202, kundnr 3836): 215027.0
konto 3837 (Solveig Anita Efternamn1044, id 194304302385, kundnr 3837): 325016.0
konto 3838 (Agda Efternamn2152, id 194311029005, kundnr 3838): 215025.0
konto 3839 (Margareta Efternamn1307, id 194401229085, kundnr 3839): 215020.0
konto 3840 (Eva Efternamn2680, id 194409168269, kundnr 3840): 215020.0
konto 3841 (Åke Hilbert Efternamn2169, id 194501128278, kundnr 3841): 215016.0
konto 3842 (Eva Karin Efternamn2332, id 194506218983, kundnr 3842): 215025.0
konto 3843 (Björn Axel Efternamn1765, id 194507167072, kundnr 3843): 325010.0
konto 3844 (Kaj Efternamn1871, id 194610196695, kundnr 3844): 215024.0
konto 3845 (Tina Efternamn1051, id 194703103111, kundnr 3845): 215028.0
konto 3846 (Aschima Efternamn1310, id 194711232365, kundnr 3846): 325010.0
konto 3847 (Molle Efternamn2967, id 195008121856, kundnr 3847): 215025.0
konto 3848 (Claudia Efternamn1577, id 195103222641, kundnr 3848): 325010.0
konto 3849 (Ian Efternamn3348, id 195105222219, kundnr 3849): 212104.0
konto 3850 (Siv Margareta Efternamn3741, id 195108122143, kundnr 3850): 212104.0
konto 3851 (Achmilia Efternamn3933, id 195305192626, kundnr 3851): 215032.0
konto 3852 (Erol Efternamn3548, id 195401039093, kundnr 3852): 215027.0
konto 3853 (Karima Efternamn3931, id 195401120323, kundnr 3853): 215027.0
konto 3854 (Sandra Maria del Carmen Efternamn1475, id 195401165484, kundnr 3854): 324023.0
konto 3855 (Johanna Efternamn1744, id 195401273049, kundnr 3855): 215020.0
konto 3856 (Johan Efternamn3935, id 195402092638, kundnr 3856): 215024.0
konto 3857 (Hanna Efternamn1590, id 195502242687, kundnr 3857): 325010.0
konto 3858 (Beatrice Efternamn2164, id 195509132386, kundnr 3858): 215020.0
konto 3859 (Jaana Kaarina Efternamn2402, id 195512262667, kundnr 3859): 215020.0
konto 3860 (Sture Emil Efternamn3087, id 195603032193, kundnr 3860): 325010.0
konto 3861 (Susanne Elisabet Efternamn1034, id 195708143101, kundnr 3861): 325010.0
konto 3862 (Arnold Sebastian Efternamn1493, id 195709112790, kundnr 3862): 215027.0
konto 3863 (Janne Efternamn2247, id 195710142653, kundnr 3863): 215027.0
konto 3864 (Krister Gunnar Efternamn3430, id 195807302996, kundnr 3864): 215006.0
konto 3865 (Anna Sofia Efternamn2137, id 195808052384, kundnr 3865): 215002.0
konto 3866 (Ben Mohamad Efternamn3688, id 195809092652, kundnr 3866): 324023.0
konto 3867 (Eva Margareta Efternamn3360, id 195905052881, kundnr 3867): 325010.0
konto 3868 (Ulla Efternamn1812, id 196011242820, kundnr 3868): 325010.0
konto 3869 (Sten Sture Efternamn2152, id 196102133177, kundnr 3869): 215020.0
konto 3870 (Hassan Efternamn1123, id 196112072654, kundnr 3870): 215002.0
konto 3871 (Lillen Efternamn3141, id 196201082697, kundnr 3871): 215006.0
konto 3872 (Thomas Arne Efternamn3842, id 196204142852, kundnr 3872): 215020.0
konto 3873 (Helena Eva Ingrid Efternamn1111, id 196207233047, kundnr 3873): 215020.0
konto 3874 (Kennet Erik Efternamn2156, id 196210313117, kundnr 3874): 324024.0
konto 3875 (Hugo Efternamn2849, id 196301202633, kundnr 3875): 212103.0
konto 3876 (Rickard Efternamn2704, id 196510313114, kundnr 3876): 212104.0
konto 3877 (Johan Efternamn2317, id 196601142976, kundnr 3877): 325016.0
konto 3878 (Ingrid Ann-Charlotte Efternamn2952, id 196608152846, kundnr 3878): 215020.0
konto 3879 (Sixten Efternamn3249, id 196612312394, kundnr 3879): 215020.0
konto 3880 (Tore Björn Efternamn1567, id 196708133076, kundnr 3880): 325016.0
konto 3881 (Aina Efternamn2232, id 196709192642, kundnr 3881): 215024.0
konto 3882 (Alvarina Efternamn2599, id 196902079281, kundnr 3882): 215024.0
konto 3883 (Inga-Lill Efternamn2680, id 196904139265, kundnr 3883): 215025.0
konto 3884 (Torsten Efternamn2741, id 196906112393, kundnr 3884): 212104.0
konto 3885 (Anna Kamilla Efternamn1664, id 197008089281, kundnr 3885): 324023.0
konto 3886 (Mattias Efternamn1616, id 197105142397, kundnr 3886): 215020.0
konto 3887 (Sven Torsten Efternamn3514, id 197201079295, kundnr 3887): 215020.0
konto 3888 (Nils-Henrik Emanuel Efternamn3137, id 197402259274, kundnr 3888): 215020.0
konto 3889 (Egon Efternamn2678, id 197407169296, kundnr 3889): 215020.0
konto 3890 (Nicko Efternamn2600, id 197408302391, kundnr 3890): 215002.0
konto 3891 (Lars Johan Efternamn2317, id 197508259293, kundnr 3891): 215006.0
konto 3892 (Klara Alexsandrina Efternamn1179, id 197510152387, kundnr 3892): 215020.0
konto 3893 (Liselotte Efternamn1292, id 197510239242, kundnr 3893): 325016.0
konto 3894 (Micha Li Efternamn1664, id 197511199288, kundnr 3894): 215024.0
konto 3895 (Mark Efternamn1859, id 197601122398, kundnr 3895): 215028.0
konto 3896 (Sue Ellen Efternamn3345, id 197601282382, kundnr 3896): 212104.0
konto 3897 (Hugo Efternamn3659, id 197602202397, kundnr 3897): 215027.0
konto 3898 (Oliwer Efternamn2024, id 197603022398, kundnr 3898): 215028.0
konto 3899 (Jane Efternamn3115, id 197603092383, kundnr 3899): 212104.0
konto 3900 (Simon Efternamn3318, id 197603122396, kundnr 3900): 215028.0
konto 3901 (Marianne Efternamn1277, id 197603202388, kundnr 3901): 324024.0
konto 3902 (Kjell Efternamn2678, id 197603252391, kundnr 3902): 215028.0
konto 3903 (Hannes Efternamn2766, id 197604122395, kundnr 3903): 215028.0
konto 3904 (Jina Efternamn1455, id 197604192380, kundnr 3904): 215028.0
konto 3905 (Anton Efternamn1226, id 197604262399, kundnr 3905): 215028.0
konto 3906 (Anastasia Efternamn2013, id 197605072383, kundnr 3906): 215028.0
konto 3907 (Frode Emanuel Efternamn2899, id 197605082390, kundnr 3907): 325010.0
